"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2020,202001,8303,2020000403066,4978.0,2020000083031,250001,1,2,9170.0,1,0,2,44,4,1,100,0,0,6,63,1,10,12000,1,11
2020,202001,8434,2020000412242,4716.0,2020000084341,250001,1,1,4716.0,0,0,1,42,1,1,100,0,0,10,101,1,10,120000,2,20
2020,202001,8434,2020000412242,4716.0,2020000084341,250001,1,2,5109.0,0,0,2,42,1,1,100,0,0,10,101,1,10,45000,1,11
2020,202001,8696,2020000430960,23318.0,2020000086961,130401,1,1,23318.0,3,0,2,35,1,8,826,2,200,4,40,1,10,0,1,11
2020,202001,8958,2020000449594,14410.0,2020000089581,270201,1,1,14410.0,0,0,1,23,6,1,100,0,0,7,71,1,10,9700,1,11
2020,202001,8958,2020000449594,14410.0,2020000089581,270201,1,2,14017.0,0,0,2,22,6,1,100,0,0,7,71,1,10,3700,1,11
2020,202001,9089,2020000458528,9694.0,2020000090891,270301,1,3,29213.0,0,0,2,28,6,2,200,0,0,10,101,1,10,20000,1,11
2020,202001,9351,2020000478355,19912.0,2020000093511,220001,1,1,19912.0,0,0,1,63,1,1,100,0,0,6,63,1,10,43600,1,11
2020,202001,9482,2020000489075,12707.0,2020000094821,30201,1,1,12707.0,0,0,1,31,4,1,100,0,0,10,101,1,10,0,2,20
2020,202001,9613,2020000499965,12445.0,2020000096131,30101,1,1,12445.0,2,0,1,41,4,2,200,0,0,10,101,1,10,90000,1,11
2020,202001,9875,2020000518455,9694.0,2020000098751,100001,1,1,9694.0,2,0,2,45,4,1,100,0,0,8,81,1,10,56000,1,11
2020,202001,10137,2020000534480,20567.0,2020000101371,80001,1,1,20567.0,2,0,2,42,1,1,100,0,0,8,81,1,10,16000,1,11
2020,202001,10137,2020000534480,20567.0,2020000101371,80001,1,2,22925.0,2,0,1,46,1,1,100,0,0,6,64,1,10,0,1,11
2020,202001,10268,2020000543826,14148.0,2020000102681,130301,1,1,14148.0,0,0,1,26,6,1,100,0,0,6,65,1,10,8000,1,11
2020,202001,10530,2020000564313,15982.0,2020000105301,30101,1,1,15982.0,0,0,2,27,6,1,100,0,0,10,101,1,10,76000,1,11
2020,202001,10530,2020000564313,15982.0,2020000105301,30101,1,2,9170.0,0,0,1,29,6,1,100,0,0,10,101,1,10,35000,1,11
2020,202001,10661,2020000574200,22794.0,2020000106611,170001,1,1,22794.0,0,0,1,44,6,2,200,0,0,6,65,1,10,35000,1,11
2020,202001,11185,2020000612654,12838.0,2020000111851,30101,1,1,12838.0,2,0,1,50,1,1,100,0,0,7,71,1,10,115000,2,20
2020,202001,11316,2020000622147,8122.0,2020000113161,200001,1,1,8122.0,2,0,2,52,1,2,200,0,0,10,101,1,10,65000,1,11
2020,202001,11316,2020000622147,8122.0,2020000113161,200001,1,3,11266.0,2,2,1,26,1,2,200,0,0,7,71,1,10,8000,1,11
2020,202001,11316,2020000622147,8122.0,2020000113161,200001,1,7,13755.0,2,2,2,27,1,2,200,0,0,8,81,1,10,4000,1,11
2020,202001,11578,2020000639867,8384.0,2020000115781,230001,1,1,8384.0,1,0,1,42,4,8,826,0,0,5,50,1,10,16000,1,11
2020,202001,11578,2020000639867,8384.0,2020000115781,230001,1,2,17030.0,0,0,2,20,6,8,826,0,0,7,71,1,10,8200,1,11
2020,202001,11709,2020000649256,25283.0,2020000117091,220001,1,1,25283.0,0,0,2,52,5,1,100,0,0,6,63,1,10,0,1,11
2020,202001,11840,2020000656967,38776.0,2020000118401,220001,1,3,69692.0,0,0,1,30,6,2,200,0,0,6,63,1,10,38000,1,11
2020,202001,12364,2020000697336,43885.0,2020000123641,70001,1,1,43885.0,0,0,1,25,4,1,100,0,0,3,30,1,10,45000,2,20
2020,202001,12364,2020000697336,43885.0,2020000123641,70001,1,2,66810.0,0,0,2,28,6,1,100,0,0,6,65,1,10,20000,1,11
2020,202001,12364,2020000697336,43885.0,2020000123641,70001,1,3,59998.0,0,0,1,25,6,1,100,0,0,6,65,1,10,20000,1,11
2020,202001,12626,2020000713780,10218.0,2020000126261,70001,1,2,9432.0,0,0,1,64,1,1,100,0,0,6,63,1,10,119000,1,11
2020,202001,12757,2020000723357,16113.0,2020000127571,210001,1,1,16113.0,2,0,1,44,4,1,100,0,0,11,116,1,10,72000,1,13
2020,202001,12757,2020000723357,16113.0,2020000127571,210001,1,2,17947.0,2,0,2,32,4,1,100,0,0,6,63,1,10,35000,1,11
2020,202001,13150,2020000752004,7860.0,2020000131501,220001,1,1,7860.0,0,0,2,51,5,1,100,0,0,6,63,1,10,32000,1,11
2020,202001,13281,2020000762893,6419.0,2020000132811,50001,1,1,6419.0,0,0,1,62,4,1,100,0,0,6,65,1,10,21700,2,20
2020,202001,13281,2020000762893,6419.0,2020000132811,50001,1,2,8777.0,0,0,2,60,5,1,100,0,0,6,64,1,10,17700,1,11
2020,202001,13543,2020000783883,10218.0,2020000135431,120001,1,3,14541.0,2,1,2,29,1,1,100,0,0,6,63,1,10,4800,1,11
2020,202001,13543,2020000783883,10218.0,2020000135431,120001,1,6,15851.0,2,1,1,30,1,1,100,0,0,8,81,1,10,60000,1,11
2020,202001,13674,2020000793895,5633.0,2020000136741,100001,1,2,5371.0,3,0,1,57,1,1,100,0,0,6,63,1,10,70000,1,11
2020,202001,14067,2020000827771,9956.0,2020000140671,140001,1,1,9956.0,2,0,1,49,1,1,100,0,0,10,101,1,10,135000,1,11
2020,202001,14329,2020000846315,12576.0,2020000143291,120001,1,1,12576.0,0,0,1,57,1,1,100,0,0,6,63,1,10,41000,2,20
2020,202001,14853,2020000885819,9301.0,2020000148531,270301,1,1,9301.0,0,0,2,37,6,1,100,0,0,11,114,1,10,54000,1,11
2020,202001,15115,2020000904923,4716.0,2020000151151,50001,1,1,4716.0,1,1,2,26,1,1,100,0,0,6,63,1,10,18000,1,11
2020,202001,15115,2020000904923,4716.0,2020000151151,50001,1,2,4585.0,1,1,1,22,1,1,100,0,0,7,71,1,10,6500,1,11
2020,202001,15115,2020000904923,4716.0,2020000151151,50001,1,4,5764.0,0,0,1,21,2,1,100,0,0,7,71,1,10,20000,1,11
2020,202001,15639,2020000941159,3013.0,2020000156391,230001,1,2,2620.0,0,0,1,57,1,1,100,0,0,6,65,1,10,48000,2,20
2020,202001,15901,2020000960262,9694.0,2020000159011,50001,1,1,9694.0,1,0,2,49,1,1,100,0,0,10,101,1,10,79000,1,11
2020,202001,15901,2020000960262,9694.0,2020000159011,50001,1,2,9170.0,1,0,1,55,1,1,100,0,0,6,65,1,10,91000,1,11
2020,202001,16163,2020000977373,32750.0,2020000161631,190001,1,1,32750.0,2,1,2,39,1,1,100,0,0,11,114,1,10,35000,1,11
2020,202001,16163,2020000977373,32750.0,2020000161631,190001,1,2,29606.0,2,1,1,40,1,1,100,0,0,10,101,1,10,0,1,11
2020,202001,16294,2020000986624,7205.0,2020000162941,130201,1,1,7205.0,0,0,1,30,4,8,802,0,0,10,101,1,10,30000,1,11
2020,202001,16425,2020000995812,8777.0,2020000164251,170001,1,2,18995.0,1,0,1,54,6,2,200,0,0,6,63,1,10,25000,1,11
2020,202001,16425,2020000995812,8777.0,2020000164251,170001,1,3,32095.0,0,0,2,27,6,2,200,0,0,10,101,1,10,26100,1,11
2020,202001,16556,2020001005438,25414.0,2020000165561,230001,1,1,25414.0,2,0,2,39,1,2,200,0,0,6,63,1,10,14900,1,11
2020,202001,16556,2020001005438,25414.0,2020000165561,230001,1,2,18078.0,2,0,1,48,1,2,200,0,0,6,63,1,10,12800,1,11
2020,202001,16556,2020001005438,25414.0,2020000165561,230001,1,3,22532.0,0,0,1,19,6,2,200,0,0,6,63,1,10,6700,1,11
2020,202001,17080,2020001044746,34191.0,2020000170801,100001,1,1,34191.0,1,0,1,30,1,8,814,0,0,11,114,1,10,120000,1,11
2020,202001,17342,2020001063901,12052.0,2020000173421,230001,1,1,12052.0,0,0,1,58,6,1,100,0,0,6,63,1,10,20300,1,11
2020,202001,17473,2020001072482,36549.0,2020000174731,190001,1,1,36549.0,0,0,2,30,4,8,802,0,0,10,101,1,10,219000,1,11
2020,202001,17604,2020001081052,56068.0,2020000176041,20001,1,1,56068.0,0,0,2,52,1,8,802,0,0,8,81,1,10,16800,1,11
2020,202001,17604,2020001081052,56068.0,2020000176041,20001,1,2,63928.0,0,0,1,57,1,9,901,0,0,7,71,1,10,62000,1,11
2020,202001,17735,2020001090500,6288.0,2020000177351,180001,1,1,6288.0,0,0,2,36,6,2,200,0,0,7,71,1,10,17000,1,11
2020,202001,17866,2020001098770,31702.0,2020000178661,260001,1,2,35370.0,3,2,1,32,1,1,100,0,0,10,101,1,10,50000,1,11
2020,202001,17997,2020001106728,8646.0,2020000179971,120001,1,1,8646.0,0,0,1,65,1,8,802,0,0,10,101,1,10,120000,1,11
2020,202001,18128,2020001115883,13231.0,2020000181281,230001,1,2,12969.0,0,0,1,56,6,1,100,0,0,6,63,1,10,28800,1,11
2020,202001,18259,2020001125653,11921.0,2020000182591,210001,1,1,11921.0,3,0,2,46,1,1,100,0,0,6,63,1,10,13900,1,11
2020,202001,18259,2020001125653,11921.0,2020000182591,210001,1,2,10349.0,3,0,1,49,1,1,100,0,0,7,71,1,10,48000,1,11
2020,202001,18259,2020001125653,11921.0,2020000182591,210001,1,3,13100.0,0,0,2,22,6,1,100,0,0,7,71,1,10,7000,1,11
2020,202001,18259,2020001125653,11921.0,2020000182591,210001,1,4,13362.0,0,0,2,21,6,1,100,0,0,7,71,1,10,5200,1,11
2020,202001,18783,2020010107891,7991.0,2020000187831,40002,4,1,7991.0,0,0,1,52,3,6,600,0,0,6,63,1,10,20000,1,11
2020,202001,18914,2020010145069,9825.0,2020000189141,40002,4,1,9825.0,0,0,1,40,6,1,100,0,0,10,101,1,10,50000,1,11
2020,202001,19045,2020010182480,7336.0,2020000190451,40002,4,1,7336.0,0,0,1,34,6,6,600,0,0,8,81,1,10,59000,1,11
2020,202001,19307,2020000122780,4192.0,2020000193071,40002,1,1,4192.0,0,0,1,59,6,5,500,0,0,6,65,1,10,13200,1,11
2020,202001,19438,2020000193050,113970.0,2020000194381,10202,1,1,113970.0,2,0,2,53,1,1,100,0,0,11,114,1,10,75000,2,20
2020,202001,19438,2020000193050,113970.0,2020000194381,10202,1,2,84233.0,2,0,1,53,1,8,802,0,0,10,101,1,10,75000,2,20
2020,202001,19438,2020000193050,113970.0,2020000194381,10202,1,3,118686.0,0,0,2,20,6,8,802,0,0,6,63,1,10,12000,1,11
2020,202001,19438,2020000193050,113970.0,2020000194381,10202,1,4,123009.0,0,0,1,18,6,8,802,0,0,6,63,1,10,10000,1,11
2020,202001,19569,2020000266073,6419.0,2020000195691,30002,1,1,6419.0,0,0,2,35,4,1,100,0,0,7,71,1,10,560,1,11
2020,202001,19962,2020000467220,11004.0,2020000199621,40002,1,1,11004.0,3,1,1,53,4,3,324,0,0,6,63,1,10,0,1,11
2020,202001,20224,2020000593391,5502.0,2020000202241,30002,1,1,5502.0,1,0,2,60,5,1,100,0,0,10,101,1,10,4900,1,11
2020,202001,20355,2020000670348,5764.0,2020000203551,20002,1,1,5764.0,1,0,1,50,1,1,100,0,0,7,71,1,10,75000,1,13
2020,202001,20355,2020000670348,5764.0,2020000203551,20002,1,2,9432.0,1,0,2,55,1,1,100,0,0,6,64,1,10,20000,1,11
2020,202001,20355,2020000670348,5764.0,2020000203551,20002,1,3,17554.0,1,0,1,31,6,1,100,0,0,6,64,1,10,15000,1,11
2020,202001,20486,2020000741049,12707.0,2020000204861,20002,1,2,12707.0,0,0,1,40,1,1,100,0,0,6,63,1,14,64000,1,12
2020,202001,20617,2020000816729,4454.0,2020000206171,40002,1,1,4454.0,2,0,2,48,1,1,100,0,0,11,114,1,10,78000,1,11
2020,202001,20617,2020000816729,4454.0,2020000206171,40002,1,2,3799.0,2,0,1,47,1,1,100,0,0,11,114,1,10,78000,1,11
2020,202001,20879,2020000951640,5240.0,2020000208791,10102,1,1,5240.0,0,0,2,59,6,1,100,0,0,10,101,1,10,132000,1,11
2020,202001,20879,2020000951640,5240.0,2020000208791,10102,1,2,12707.0,0,0,1,47,6,1,100,0,0,6,61,1,10,3000,1,11
2020,202001,24416,2020010182339,5764.0,2020000244161,40004,4,1,5764.0,0,0,2,19,6,4,400,0,0,7,71,1,10,2900,1,11
2020,202001,24547,2020000002718,9301.0,2020000245471,10204,1,1,9301.0,0,0,2,62,1,1,100,0,0,6,63,1,10,45000,1,11
2020,202001,24809,2020000017967,14148.0,2020000248091,11304,1,2,12707.0,2,1,1,37,1,1,100,0,0,7,71,1,10,135000,1,11
2020,202001,24940,2020000024779,66155.0,2020000249401,11004,1,1,66155.0,0,0,2,22,6,1,100,0,0,7,71,1,10,14000,1,11
2020,202001,24940,2020000024779,66155.0,2020000249401,11004,1,2,84364.0,0,0,2,24,6,1,100,0,0,6,63,1,10,35000,1,11
2020,202001,25071,2020000031727,12707.0,2020000250711,20504,1,1,12707.0,0,0,1,58,1,1,100,0,0,6,65,1,10,70000,1,11
2020,202001,25202,2020000038659,22139.0,2020000252021,40004,1,1,22139.0,2,0,2,48,1,1,100,0,0,11,114,1,10,64000,1,11
2020,202001,25202,2020000038659,22139.0,2020000252021,40004,1,2,23580.0,2,0,1,48,1,1,100,0,0,7,71,1,10,0,1,11
2020,202001,25464,2020000052767,7467.0,2020000254641,10104,1,1,7467.0,0,0,1,59,2,1,100,0,0,6,63,1,10,43000,2,20
2020,202001,25595,2020000060807,15589.0,2020000255951,12204,1,1,15589.0,0,0,2,19,6,7,700,1,100,6,63,1,10,35600,1,11
2020,202001,25595,2020000060807,15589.0,2020000255951,12204,1,2,19126.0,0,0,1,21,6,7,700,1,100,6,63,1,10,2500,1,11
2020,202001,25726,2020000067573,26724.0,2020000257261,10204,1,1,26724.0,1,1,2,37,1,1,100,0,0,7,71,1,10,40000,1,11
2020,202001,25726,2020000067573,26724.0,2020000257261,10204,1,2,31309.0,1,1,1,32,1,8,826,1,100,7,71,1,10,51000,1,11
2020,202001,25988,2020000081332,21353.0,2020000259881,80704,1,1,21353.0,0,0,1,20,6,3,318,0,0,6,63,1,10,20400,1,11
2020,202001,26119,2020000088953,12969.0,2020000261191,10204,1,2,13755.0,4,0,1,42,1,1,100,0,0,11,115,1,10,410000,1,11
2020,202001,26250,2020000096066,17161.0,2020000262501,12304,1,1,17161.0,0,0,1,40,4,7,700,1,100,6,61,1,10,33000,1,11
2020,202001,26250,2020000096066,17161.0,2020000262501,12304,1,5,19519.0,0,0,2,35,3,7,700,1,100,6,61,1,10,16000,1,11
2020,202001,26643,2020000117857,11528.0,2020000266431,12304,1,2,10873.0,0,0,2,57,1,8,826,1,100,6,61,1,10,12000,1,11
2020,202001,26774,2020000126298,7991.0,2020000267741,10704,1,1,7991.0,0,0,2,57,6,1,100,0,0,11,116,1,10,125000,1,11
2020,202001,27036,2020000140615,15458.0,2020000270361,11904,1,2,16113.0,3,1,1,31,6,8,826,1,100,5,50,1,10,30000,1,11
2020,202001,27298,2020000155093,14803.0,2020000272981,13204,1,1,14803.0,2,2,1,46,1,6,600,0,0,10,101,1,10,63000,1,11
2020,202001,27298,2020000155093,14803.0,2020000272981,13204,1,2,14541.0,2,2,2,39,1,6,600,0,0,10,101,1,10,9000,1,11
2020,202001,27429,2020000162214,9170.0,2020000274291,10504,1,1,9170.0,0,0,1,34,6,1,100,0,0,11,116,1,10,107000,1,11
2020,202001,27560,2020000168719,13100.0,2020000275601,12804,1,2,11790.0,0,0,2,64,1,1,100,0,0,6,63,1,10,32000,1,11
2020,202001,28084,2020000198956,21091.0,2020000280841,11904,1,1,21091.0,0,0,1,63,6,1,100,0,0,11,114,1,10,66000,1,11
2020,202001,28084,2020000198956,21091.0,2020000280841,11904,1,2,35108.0,0,0,1,26,6,1,100,0,0,7,71,1,10,16000,1,11
2020,202001,28215,2020000207244,53186.0,2020000282151,11504,1,1,53186.0,2,0,2,43,1,1,100,0,0,8,81,1,10,35000,1,11
2020,202001,28215,2020000207244,53186.0,2020000282151,11504,1,2,48077.0,2,0,1,43,1,1,100,0,0,7,71,1,10,40000,1,11
2020,202001,28739,2020000236702,56199.0,2020000287391,13304,1,1,56199.0,1,0,1,33,1,1,100,0,0,11,114,1,10,77000,1,11
2020,202001,28870,2020000244104,18995.0,2020000288701,10904,1,1,18995.0,1,1,1,26,6,8,826,1,100,7,71,1,10,30000,1,11
2020,202001,28870,2020000244104,18995.0,2020000288701,10904,1,2,14934.0,1,1,2,25,6,9,907,4,426,7,71,1,10,35000,1,11
2020,202001,29132,2020000257926,17161.0,2020000291321,10804,1,1,17161.0,2,0,1,41,4,1,100,0,0,11,115,1,10,92000,1,11
2020,202001,29394,2020000271830,14279.0,2020000293941,10504,1,1,14279.0,0,0,1,57,1,1,100,0,0,10,101,1,10,72000,1,11
2020,202001,29394,2020000271830,14279.0,2020000293941,10504,1,2,12838.0,0,0,2,58,1,1,100,0,0,10,101,1,10,65000,1,11
2020,202001,29656,2020000286038,15982.0,2020000296561,11004,1,1,15982.0,0,0,2,62,4,1,100,0,0,10,101,1,10,69000,1,11
2020,202001,29787,2020000293243,11135.0,2020000297871,10804,1,2,14541.0,0,0,2,25,6,1,100,0,0,10,101,1,10,48200,1,11
2020,202001,29918,2020000301122,5895.0,2020000299181,20704,1,1,5895.0,0,0,2,60,2,1,100,0,0,11,116,1,10,54000,1,11
2020,202001,30049,2020000308201,9432.0,2020000300491,20404,1,1,9432.0,0,0,2,54,6,1,100,0,0,7,71,1,10,43000,1,11
2020,202001,30573,2020000338102,3930.0,2020000305731,11404,1,1,3930.0,0,0,1,46,6,1,100,0,0,10,101,1,10,170000,1,11
2020,202001,30704,2020000345801,61701.0,2020000307041,10104,1,1,61701.0,0,0,2,22,6,6,610,0,0,7,71,1,10,19800,1,11
2020,202001,30835,2020000353227,16375.0,2020000308351,20604,1,1,16375.0,1,0,1,43,1,7,700,0,0,0,2,1,10,149000,1,11
2020,202001,30835,2020000353227,16375.0,2020000308351,20604,1,2,14934.0,1,0,2,44,1,7,700,0,0,0,2,1,10,23400,1,11
2020,202001,31228,2020000373082,18602.0,2020000312281,11704,1,1,18602.0,1,0,2,34,6,1,100,0,0,8,81,1,10,50000,1,11
2020,202001,31359,2020000381605,18995.0,2020000313591,10204,1,1,18995.0,0,0,2,46,4,1,100,0,0,7,71,1,10,30000,1,11
2020,202001,31752,2020000402549,18078.0,2020000317521,10804,1,1,18078.0,0,0,2,26,6,6,610,0,0,11,114,1,10,100000,1,11
2020,202001,32276,2020000432664,59605.0,2020000322761,11004,1,2,55151.0,3,0,2,42,1,3,308,0,0,0,2,1,10,0,1,11
2020,202001,32407,2020000440592,10349.0,2020000324071,11504,1,1,10349.0,0,0,1,65,1,1,100,0,0,6,63,1,10,110000,1,11
2020,202001,32407,2020000440592,10349.0,2020000324071,11504,1,2,12314.0,0,0,2,59,1,1,100,0,0,6,63,1,10,52000,1,11
2020,202001,32538,2020000447085,4061.0,2020000325381,20404,1,1,4061.0,0,0,1,65,4,1,100,1,100,10,101,1,10,0,1,11
2020,202001,32800,2020000462240,17423.0,2020000328001,20104,1,1,17423.0,0,0,2,59,3,7,700,1,100,10,101,1,10,58000,1,11
2020,202001,32931,2020000470025,9825.0,2020000329311,60004,1,2,17554.0,0,0,2,26,6,3,399,0,0,6,63,1,10,35400,1,11
2020,202001,33324,2020000491446,11004.0,2020000333241,11404,1,1,11004.0,0,0,2,19,6,1,100,1,100,6,65,1,10,3000,1,11
2020,202001,33586,2020000505886,15851.0,2020000335861,60004,1,2,28427.0,0,0,2,28,6,1,100,0,0,8,81,1,10,34000,1,11
2020,202001,33717,2020000514378,16768.0,2020000337171,11904,1,1,16768.0,0,0,1,32,1,9,907,1,100,8,81,1,10,45000,1,11
2020,202001,33717,2020000514378,16768.0,2020000337171,11904,1,2,20960.0,0,0,2,23,1,8,826,1,100,7,71,1,10,15000,1,11
2020,202001,33848,2020000521643,3537.0,2020000338481,30004,1,2,7336.0,1,0,2,43,6,3,328,0,0,6,63,1,10,15000,1,11
2020,202001,34110,2020000534336,3668.0,2020000341101,12004,1,1,3668.0,0,0,2,54,6,1,100,0,0,10,101,1,10,85000,1,11
2020,202001,34241,2020000542566,20698.0,2020000342411,50004,1,1,20698.0,1,0,2,49,6,1,100,0,0,7,71,1,10,60000,1,11
2020,202001,34503,2020000557223,30785.0,2020000345031,10304,1,1,30785.0,0,0,1,30,1,1,100,0,0,7,71,1,10,38500,1,11
2020,202001,34503,2020000557223,30785.0,2020000345031,10304,1,2,31309.0,0,0,2,28,1,1,100,0,0,7,71,1,10,46000,1,11
